username,date,text,length
Isabella Mar,2022-01-30T23:47:38.000Z,@IsabellaofMar@CrazyTrainCanandand@commander_kean2/2 my friend who was the cancer survivor...was the first year of the pandemic before the vaccine. Same with my friends family members... either before the vaccine or just when it was starting. All who had Covid fully vaxxed are alive.,284
Jessica (@readalongwithjess),2022-01-30T23:47:35.000Z,Here’s my review for #HelloFromHere by ⁦@cbakerbooks⁩ & ⁦@WesleyTKing⁩ 3.5/5 a #YAContemporary set at the onset of this pandemic  cute & relatable! Thanks ⁦@PenguinTeenCa⁩ for an ARC to review!! ⁦@PenguinTeen⁩ ⁦goodreads.comgoodreads.comJessica (readalongwithjess) (Canada)’s review of HelloJessica (readalongwithjess) (Canada)’s review of Hello3.5/5 to Hello (From Here) by Chandler Baker & Wesley King! Thank you to Penguin Teen Canada for an ARC copy to review! This is a YA contemporary romance set at the onset of the pandemic where two...3.5/5 to Hello (From Here) by Chandler Baker & Wesley King! Thank you to Penguin Teen Canada for an ARC copy to review! This is a YA contemporary romance set at the onset of the pandemic where two...,743
emotionally exausted,2022-01-30T23:47:34.000Z,During the pandemic I was a stay at home girl friends at that point I had been with my dude for 3-4 years. It was great cleaning all day taking care of my dogs but I also was extremely lucky to have a BF who could take care of all the bills no problem and no reservationsQuote Tweetj.j.@STFUDIARA · Jan 29man…Show this thread,325
Justin Kollar,2022-01-30T23:47:33.000Z,@GalvinAlmanzaAnother key part of her platform is ending the work-from-home policy I implemented during the pandemic for attorney staff. Apparently I was too nice to staff. Can’t make this stuff up.,198
Sherry VerWey,2022-01-30T23:47:33.000Z,"@AncientLitDudeRight before COVID I got divorced, and then my father died a year into the pandemic (aggressive, horrible, all alone), followed by my cat dying from an aggressive cancer that killed her in two weeks…I’m isolated, alone, yeah…yeah I’d say it’s been pretty bleak",275
Kate Glenn,2022-01-30T23:47:30.000Z,"@markkellymkell1@DavidDarkand 2 othersI used to get panic attacks just getting ready for (ACNA) church services. I love in person worship but it’s not always easy, even without the pandemic. My family is now planning to attend a small episcopal church like this, just because it speaks a kind of love we need to know.",317
#JusticeForMtokozisiNtumba,2022-01-30T23:47:29.000Z,"Dear future great grand children I hope this tweet finds you well as you finally Google the Covid19 pandemic I trust that this will be the video that accompanies the definition of stupid in the dictionary in the future. World governments really did believe this prevents fluQuote TweetWittgensteinWittgenstein@backtolife_2022 · Jan 29Vienna, Austria...",352
Samuel Colombo,2022-01-30T23:47:28.000Z,@GOPChairwomanWhen you can present a detailed science based plan to end the pandemic we might listen to you.,108
Adam Blickstein,2022-01-30T23:47:28.000Z,The pandemic started with a tiger king and hopefully ends with the Bengals winning the Super Bowl,97
Claire de Loon,2022-01-30T23:47:27.000Z,@seattletimesOver two years into the pandemic? Too little and WAY too late.,75
Perth,2022-01-30T23:47:27.000Z,"For clarity, I'm vaxxed.  I just banked sperm before the pandemic.",66
Rugged Llama,2022-01-30T23:47:26.000Z,"@lynnnemarieLol, they restricted their tweet. This pandemic sure has brought the crazy and dumb to the surface, sigh",116
GIGI,2022-01-30T23:47:25.000Z,@MdSheryl good luck dumping on nurses admin we were already burnt to a crisp before the pandemic. Maybe the CEO will go help out when the halls are flooded with patients and no help.,182
Lady D,2022-01-30T23:47:20.000Z,@LoniLoveSo unfortunate. Mental Health is real so many people suffering in silence especially during this pandemic. It doesn’t have to be this way. Please reach out 800-273-8255. It is available 24/7 to anyone in suicidal crisis or emotional distress.,251
Ruby,2022-01-30T23:47:19.000Z,@BorisJohnsonThe pandemic is still a big issue for many who are traumatised by keeping the rules at your command. Remember this!,128
Angel Lenise,2022-01-30T23:47:18.000Z,"Su*cide rates are up amongst Black people. Black children included. The pandemic has, of course, exacerbated this spike. Collectively, what can we do? What can I do?",165
em ♡,2022-01-30T23:47:14.000Z,"then go ahead with your lazy ass and go substitute teach since you and your buddies in office are the reason for the shitty handling of a pandemic that has left EVERYONE. SICK.Quote TweetJay AshcroftJay Ashcroft@JayAshcroftMO · Jan 2962 school districts in Missouri are closed, leaving thousands of parents without the choice for what is best for their child. That is unacceptable. Keep schools open and the right to decide what is best for the family for the parents.",468
Billy Hughes,2022-01-30T23:47:12.000Z,How can ya'll function in the pandemic??? Asking for a friend,61
Sofia Keki Unacceptable Fringe Minority,2022-01-30T23:47:12.000Z,@brentcutburthThis is exactly why I support them. Those who have lived off the backs of these truckers from the safety of their homes supporting gov. imposing a medical intervention on them in order to continue the very work they have done throughout the pandemic need a fucking wake up call.,292
FreddyPrinzeCharming,2022-01-30T23:47:10.000Z,"@Spotify @SpotifyUSA You may want to rethink your association with @joerogan His spouting of misinformation is deadly, in the face of a #pandemic that has already killed millions. Do the right thing.  #canceljoerogan #Covid_19 #VaccinesWork",240
Stephen (Barnacle) Kelly mac Ellan Vannin,2022-01-30T23:47:10.000Z,@pmcall@Jonathan_K_Cookandand@SocialistAnyDayIn a pandemic there is no room for self indulgence. There is nothing authoritarian about that. It's ppl like you who are the problem. You are dangerous fools.,203
HopelessIneffableRomantic,2022-01-30T23:47:06.000Z,"""only in theaters"" 

bitch is there not a global pandemic??",59
Samuel Pavin,2022-01-30T23:47:04.000Z,"Everyone Wants to Be an Entrepreneur

Applications for new businesses rose 20 percent last year, after languishing for a decade. Many newly minted founders attribute it to the pandemic.wired.comwired.comEveryone Wants to Be an EntrepreneurEveryone Wants to Be an EntrepreneurApplications for new businesses rose 20 percent last year, after languishing for a decade. Many newly minted founders attribute it to the pandemic.Applications for new businesses rose 20 percent last year, after languishing for a decade. Many newly minted founders attribute it to the pandemic.",569
Sister Mickey of the Srs of Bernard,2022-01-30T23:47:00.000Z,"@hsh12110andand@SherriNazarianIve been judged harshly by very good friends for using prime, even though being disabled in a pandemic, I really need to.  I've tried to explain the necessity but some friends refuse to consider the full picture.  Many on the left have been very understanding.",290
Pandemic Gifts,2022-01-30T23:47:00.000Z,"What good has the pandemic brought to you, @jmeandthemore?",58
Buni (they),2022-01-30T23:46:59.000Z,"@tenshioskarI just don't have a computer of any kind!!

If I did, I would absolutely still play~ I miss it a lot! Especially during the pandemic it would be a great way to get some socialization!",195
Sandra Kelly,2022-01-30T23:46:58.000Z,"And “The essay also cites an Amnesty International report…The true focus of the report is quite different, highlighting authoritarian regimes…that are muzzling scientists and public-health officials trying to reveal the true extent of government mismanagement of the pandemic.”",277
M Schobinger,2022-01-30T23:46:58.000Z,"New level detected in ""Dante's Pandemic""cnbc.comcnbc.comTwo New York nurses charged with forging Covid vaccine cards to earn more than $1.5 millionTwo New York nurses charged with forging Covid vaccine cards to earn more than $1.5 millionJulie DeVuono and Marissa Urraro, of Wild Child Pediatric Healthcare in Amityville, are each being charged with one count of forgery in the second degree.Julie DeVuono and Marissa Urraro, of Wild Child Pediatric Healthcare in Amityville, are each being charged with one count of forgery in the second degree.",546
AthenaeumComicArt,2022-01-30T23:46:55.000Z,I remember buying it from Tillie right when the pandemic hit. I was walking with Atticus in my backpack and he picked this design. It feels like 50 years ago now!,162
concerned in london,2022-01-30T23:46:52.000Z,@CTVNewsAsk the million or so Resturant owners and staff how they feel about truckers freedom march. I would have a hard time complaining as a trucker when they’ve been working through the entire pandemic.,205
Daily Squib News,2022-01-30T23:46:51.000Z,"It’s All Over, the Covid Nightmare Ends, Nothing to See Here Folks!",67
Jami Cole,2022-01-30T23:46:51.000Z,"@KathyL9494I’m not sure what your point is? If you’re trying to troll me over my article, I’m not going to do it. I’m very proud of it. I stand by it as an immunocompromised teacher in a pandemic.",196
Martin,2022-01-30T23:46:40.000Z,"@JobTrendr@energyoflibertyandand@cassesqueHe *didn't* - he merely claims he did.

That's a perfect example of exactly what I mean.

When he first started claiming he did I & other scientists found ourselves asking ""who the hell is this person?""

He didn't even _claim_ to until _after_ the pandemic started.",307
Anime Club Empress,2022-01-30T23:46:40.000Z,"Ichijou truly must be rich person, because she's survived the pandemic and her only conclusion is, ""glad the bad people in my life died."" (granted, they are pretty fucking bad)",176
"Michael Adams, DDS, MDS",2022-01-30T23:46:39.000Z,…about to go live with Fresh Dental Shadowing on YouTube to present about #endodontics. The #pandemic has affected #predental students job-shadowing in person. Great organization filling the gap!,195
National Italian Mus,2022-01-30T23:46:38.000Z,Hasn't been this cold for the entire pandemic. Any connection?,62
Mr. Lemonade,2022-01-30T23:46:37.000Z,"@Free2B_RBGandand@SolNataMDBeing unvaccinated does not mean sick or infectious. Evidence of asymptomatic transmission is poor, pre-symptomatic debatable. It's hard to prove that anything done throughout the pandemic changed any outcome re: Covid.",246
Moomin,2022-01-30T23:46:35.000Z,"@DannyCaldecott@DrRanjand 2 othersIn reality, these happened long before the pandemic but were not news worthy.  Now are the media, scaremongering to let people like you think it's something other than what it is.... a heart attack etc",235
Ing. Antonio Caramia,2022-01-30T23:46:34.000Z,"@Antonio_Caramiaandand@GYamey...AND imposed NPI in order to reduce infections!Vaccines AND mitigations ARE the right answers to the pandemicQuote TweetIng. Antonio CaramiaIng. Antonio Caramia@Antonio_Caramia · Nov 23, 2021Cuba  vaccinated ~90% of TOTAL popolation (with at least 1 dose).

But vaccines, alone, can't explain the impressive result.#VaccinateAndMitigate#VaccinateAndMitigate @FabrizioChiodo@FabrizioChiodo",419
Eweɴ Sнeαrer,2022-01-30T23:46:30.000Z,"You can't ""live safely"" with a highly-lethal virus that will never be endemic - but PANDEMIC until eradicated. So, let's live safely with polio then.Quote TweetTamsin RoseTamsin Rose@tamsinroses · Jan 30Frydenberg: ""I've got to make some tough decisions. You can't just keep writing the cheques... With the vaccination rates well over 90%, Australia is well placed to live safely with Covid.""Show this thread",408
